invoice_id,customer_id,invoice_number,invoice_date,due_date,payment_terms,invoice_amount,currency,outstanding_amount,status,dispute_flag,dispute_reason,reporting_currency,exchange_rate,exchange_rate_source
2bcba12e-d076-436a-957d-4aee16f2fe9d,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-93705,2025-06-20,2025-08-19,Net60,62458.93,INR,0.0,paid,False,,,,
ccc1a93e-8cd0-421e-804b-af30bae3b9fb,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-32499,2025-04-24,2025-06-23,Net60,36975.67,INR,0.0,paid,True,,,,
3bc1defe-9573-44b9-b705-bde83d17968e,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-30301,2024-10-21,2024-12-20,Net60,26795.06,INR,26795.06,open,False,,,,
90df22cd-78d5-4887-850f-43d0c4ca9ff5,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-54719,2025-10-02,2025-12-01,Net60,37755.14,INR,37755.14,open,False,,,,
a446080d-a418-413f-9943-9f154a19fea3,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-79708,2026-01-23,2026-03-24,Net60,79904.22,INR,0.0,paid,False,,,,
7fea44d9-c127-4387-b234-06850c5baea8,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-54695,2025-11-28,2026-01-27,Net60,122343.47,INR,122343.47,open,False,,,,
6bffc1cc-05c4-43ce-b8d3-4e510a5c0934,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-36142,2025-06-10,2025-08-09,Net60,134632.61,INR,0.0,paid,False,,,,
4e4f6d52-1a09-4dce-b9a5-88d6f0ed6ea1,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-19758,2025-12-23,2026-02-21,Net60,41958.05,INR,0.0,paid,False,,,,
b5d91d60-915a-487b-80dd-a05416ee028c,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-86567,2025-06-04,2025-08-03,Net60,12083.76,INR,0.0,paid,False,,,,
5274079f-9ebb-441c-aa30-20d8a6be7dea,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-93925,2024-07-30,2024-09-28,Net60,23049.18,INR,0.0,paid,False,,,,
71116f34-27bd-4d68-b188-7b6fc116f9a4,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-64059,2025-05-09,2025-07-08,Net60,61436.11,INR,0.0,paid,False,,,,
67ba99d7-8039-4d3b-972a-380ca5d562fb,b56e18f1-dbf1-4480-8a4c-78004d1b4d5e,INV-46841,2025-04-13,2025-06-12,Net60,135773.35,INR,0.0,paid,False,,,,
2c23c648-95c9-462d-92bf-347ae12325bc,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-46200,2025-01-10,2025-02-09,Net30,113144.53,USD,113144.53,open,False,,,,
b96b4e0c-fef7-4ad6-8192-7749113cfa4e,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-79964,2025-09-13,2025-10-13,Net30,112253.59,USD,0.0,paid,False,,,,
1119cf8c-0fa3-4ee8-8549-92b65e0251e0,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-65272,2024-10-21,2024-11-20,Net30,41303.83,USD,0.0,paid,False,,,,
2ec6bdf6-0b46-49ad-8362-5eafc233f7d1,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-52645,2024-08-27,2024-09-26,Net30,126155.6,USD,126155.6,open,False,,,,
a8900ab1-39df-4340-8d86-6ab3b08018b1,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-76085,2024-04-07,2024-05-07,Net30,136085.86,USD,0.0,paid,False,,,,
bd4d5ffc-4d18-4045-abcb-f000960978e3,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-97492,2024-07-27,2024-08-26,Net30,130094.28,USD,0.0,paid,False,,,,
f1c5eec1-471f-4739-b793-dec4b6ed91fd,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-97985,2025-06-19,2025-07-19,Net30,49363.45,USD,0.0,paid,False,,,,
7677f300-ba12-454c-a352-9d735e5bc806,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-60013,2024-06-02,2024-07-02,Net30,70810.87,USD,0.0,paid,False,,,,
a7fe0ab1-59ea-454a-bae8-11f980c70995,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-74075,2026-01-05,2026-02-04,Net30,10758.45,USD,10758.45,open,True,,,,
f4202e40-7b2b-4929-85cd-dbf631e1e4bc,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-75316,2024-11-19,2024-12-19,Net30,30304.42,USD,0.0,paid,False,,,,
345731a4-79b2-4961-a154-911e9e17c4f9,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-65830,2026-01-25,2026-02-24,Net30,17601.22,USD,17601.22,open,False,,,,
1b1189d5-5111-4299-8535-04c3cbe311f1,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-87249,2025-03-23,2025-04-22,Net30,25584.48,USD,0.0,paid,False,,,,
363c80b7-db9e-4e6c-9f67-8e8779739c18,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-84881,2025-01-23,2025-02-22,Net30,16660.76,USD,0.0,paid,False,,,,
37103aad-1769-4ccc-9076-837d62509a61,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-53754,2025-04-21,2025-05-21,Net30,141249.85,USD,0.0,paid,False,,,,
fa00638e-e232-4df7-afcb-c5555100537c,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-99988,2024-06-23,2024-07-23,Net30,104730.35,USD,0.0,paid,False,,,,
648f00e0-1559-4525-bfde-86ddf55213ea,9f6f0fa4-f086-4d35-9bf7-12ada360048d,INV-70104,2025-03-01,2025-03-31,Net30,80145.41,USD,0.0,paid,False,,,,
a413c685-47f4-4008-8de1-45a9fa14864f,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-19097,2025-07-25,2025-08-24,Net30,16278.06,INR,16278.06,open,False,,,,
25fa7964-fbb4-447d-a440-c15b836e16ee,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-68920,2024-08-14,2024-09-13,Net30,65605.33,INR,0.0,paid,False,,,,
fca382f2-8c87-40e5-b7b0-df90b1971550,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-14512,2025-06-30,2025-07-30,Net30,65618.39,INR,0.0,paid,False,,,,
edf598e8-0e3e-4fa3-a314-f68b7f76edf2,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-94377,2024-12-21,2025-01-20,Net30,132303.86,INR,0.0,paid,False,,,,
49d2f672-8384-4117-98ec-b8cb7c6a5208,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-48529,2024-04-09,2024-05-09,Net30,74398.82,INR,0.0,paid,False,,,,
4322db05-f3a6-4057-ab21-eec8f6effef7,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-70761,2025-02-22,2025-03-24,Net30,42308.94,INR,0.0,paid,False,,,,
eaa7e805-6054-4f3c-bc13-635137582e34,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-69869,2025-08-22,2025-09-21,Net30,142235.36,INR,0.0,paid,False,,,,
6e065422-d1fe-41f0-a476-7e27c8aff416,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-33010,2026-02-16,2026-03-18,Net30,71675.92,INR,0.0,paid,False,,,,
c95905b3-37ad-4c14-a0d7-040e6ddfd235,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-17028,2024-06-14,2024-07-14,Net30,44488.22,INR,0.0,paid,False,,,,
21c4c4d4-2030-4fe0-a30c-34d8b2106664,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-63946,2025-07-08,2025-08-07,Net30,83244.21,INR,0.0,paid,False,,,,
092caa92-0fa3-49bc-94cf-c5c825adc46f,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-59426,2025-03-06,2025-04-05,Net30,105576.81,INR,0.0,paid,False,,,,
a52a3e57-9c98-4dee-82d6-1bdcf8c33757,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-59719,2025-01-28,2025-02-27,Net30,18373.43,INR,0.0,paid,False,,,,
f7d99de3-a4eb-490b-ba91-271fe6f24771,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-14571,2024-10-18,2024-11-17,Net30,110921.4,INR,0.0,paid,False,,,,
32c22259-f840-40e3-ab57-0c3b92b55d44,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-56740,2024-06-21,2024-07-21,Net30,124977.94,INR,0.0,paid,False,,,,
f0d31237-8243-415c-ba71-45e06a6e9c7f,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-39864,2025-09-08,2025-10-08,Net30,19424.15,INR,0.0,paid,False,,,,
c1cdfa45-c5a2-4091-9cba-e8e80f2172c1,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-64397,2025-12-24,2026-01-23,Net30,130334.95,INR,0.0,paid,False,,,,
edebee51-b1c2-4816-942f-7ed183fbf5a2,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-52541,2025-07-04,2025-08-03,Net30,72067.77,INR,0.0,paid,False,,,,
0d142e25-7aa9-4162-9f8c-dedfd6566b9f,1eebb494-7e72-48f2-9bc2-4eab6d57b672,INV-25143,2024-07-05,2024-08-04,Net30,123406.29,INR,0.0,paid,False,,,,
7b6f3280-3fc3-4c98-a2e8-e6f3155f0323,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-59940,2025-10-08,2025-11-22,Net45,142394.28,INR,0.0,paid,False,,,,
d23072ce-097c-49fd-b047-ce095bd50588,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-47338,2025-11-21,2026-01-05,Net45,89620.96,INR,0.0,paid,False,,,,
c3dcd506-997b-4bce-a4e4-b25e46de6dea,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-39878,2025-06-07,2025-07-22,Net45,44954.29,INR,0.0,paid,False,,,,
65fae862-a5f5-446a-b04c-e90318cec925,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-74827,2025-11-25,2026-01-09,Net45,144036.26,INR,0.0,paid,False,,,,
d12c2484-fe27-4d5e-ba81-f2e07ece26b6,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-63418,2026-01-16,2026-03-02,Net45,12637.53,INR,0.0,paid,False,,,,
8829d356-9606-4361-9e2a-e812e08d4ac9,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-60288,2025-05-03,2025-06-17,Net45,67850.3,INR,0.0,paid,False,,,,
d1aeac36-e250-4a18-89d2-e5a34515f51f,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-59628,2024-12-25,2025-02-08,Net45,105596.64,INR,0.0,paid,False,,,,
188004e4-c7d9-4d45-a9f6-18e1ef47f402,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-68018,2025-05-20,2025-07-04,Net45,17659.06,INR,0.0,paid,False,,,,
e616c9a6-75bd-499e-a910-5f7ef28c0813,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-47554,2024-05-23,2024-07-07,Net45,9415.89,INR,0.0,paid,False,,,,
cbdfeb3e-73a7-4443-bb83-5b78df840a47,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-11887,2025-06-03,2025-07-18,Net45,19090.87,INR,0.0,paid,False,,,,
921f4e24-826c-40bb-a375-143f644f5210,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-97653,2025-06-02,2025-07-17,Net45,12526.06,INR,0.0,paid,False,,,,
52288658-d5d4-4923-b637-0464897f7e4f,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-31013,2024-04-06,2024-05-21,Net45,14153.37,INR,14153.37,open,False,,,,
dd05161a-6b01-462d-b041-c90a59f51ff6,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-59757,2025-11-02,2025-12-17,Net45,142642.55,INR,142642.55,open,False,,,,
97ddc91f-65a4-4b5c-bf8e-f9e0619928f5,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-88065,2025-10-22,2025-12-06,Net45,6514.64,INR,0.0,paid,False,,,,
9f6bdeea-18a0-4b3b-81f3-e0f0a5a0a417,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-38061,2024-09-12,2024-10-27,Net45,149543.35,INR,0.0,paid,False,,,,
5de05dc2-1349-439b-a93c-57d0f9805185,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-87741,2025-03-02,2025-04-16,Net45,61548.04,INR,0.0,paid,False,,,,
a2e18d92-6bc6-437d-b924-f175c8b3fe71,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-95810,2025-05-06,2025-06-20,Net45,104204.21,INR,0.0,paid,False,,,,
3ebd867a-b6de-4af2-993c-e1eba013336e,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-79401,2025-06-19,2025-08-03,Net45,13664.94,INR,0.0,paid,False,,,,
8eaa3b7b-a26c-4d89-aeda-b8f4110ab781,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-54029,2026-01-13,2026-02-27,Net45,130470.44,INR,0.0,paid,False,,,,
7ee6613e-d7f1-4721-a17e-993b0ee3a239,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-55751,2025-03-16,2025-04-30,Net45,93583.76,INR,0.0,paid,False,,,,
21716a1a-dffb-49e1-83a7-cbed23ab7af8,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-89714,2024-12-09,2025-01-23,Net45,82608.34,INR,82608.34,open,False,,,,
8dded29d-da26-493e-8728-df83fbede738,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-25080,2024-07-13,2024-08-27,Net45,4815.98,INR,0.0,paid,False,,,,
ff8b3198-3e28-4ff1-9984-fc0911662ca2,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-73372,2025-09-26,2025-11-10,Net45,2544.33,INR,0.0,paid,False,,,,
bef598bf-a6a6-4cda-9b08-9f7507a1e5b1,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-40747,2024-07-09,2024-08-23,Net45,97332.6,INR,0.0,paid,False,,,,
7c48b81d-afe7-4caa-9f17-eb7b72abf634,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-40092,2025-05-10,2025-06-24,Net45,125291.23,INR,125291.23,open,False,,,,
c7e109c0-bcf6-4526-8c73-0768833b43a9,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-64973,2024-08-06,2024-09-20,Net45,57846.11,INR,57846.11,open,False,,,,
7fe4c113-d2b5-4337-a825-17a2346ff75a,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-87382,2024-05-21,2024-07-05,Net45,41798.99,INR,0.0,paid,False,,,,
4a6d6346-cf8c-4bfd-ba62-242fc9be8eaa,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-14507,2024-03-13,2024-04-27,Net45,42784.43,INR,0.0,paid,False,,,,
5065b3ab-99f6-4b5a-9949-aad2f6633cf4,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-81393,2025-06-11,2025-07-26,Net45,81017.8,INR,0.0,paid,False,,,,
98f909dd-c6b9-4e40-b28f-f5422b3e7982,0673a2ac-ed0e-48fc-8313-d2a898c92f72,INV-85337,2025-06-20,2025-08-04,Net45,139961.41,INR,139961.41,open,False,,,,
8c62f746-52e9-42de-abdd-5cd83c3f4ce2,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-16486,2025-05-05,2025-08-03,Net90,7025.27,USD,0.0,paid,False,,,,
bb018467-bb8a-42b1-a881-13cf273c9a9f,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-95414,2026-01-19,2026-04-19,Net90,118962.85,USD,0.0,paid,False,,,,
49fe6b7a-2e67-4e0e-aaba-f3273d261771,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-22849,2024-07-18,2024-10-16,Net90,75592.53,USD,0.0,paid,False,,,,
ddab54c3-4829-44a2-868e-b7e72b21dd96,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-94326,2025-08-31,2025-11-29,Net90,136611.03,USD,0.0,paid,False,,,,
5d71ad6a-3531-488e-b585-ad6de42854c5,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-25540,2025-07-04,2025-10-02,Net90,117338.03,USD,0.0,paid,False,,,,
bf7ab6fb-d3da-4872-9b7e-8d92416611d4,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-14489,2025-02-10,2025-05-11,Net90,127925.03,USD,127925.03,open,False,,,,
447bdf76-faea-48a2-9152-0a4957557e1c,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-38825,2025-12-12,2026-03-12,Net90,107948.26,USD,0.0,paid,False,,,,
31af5ce6-f382-4c16-87ce-d029e57e44c7,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-91529,2024-11-06,2025-02-04,Net90,94858.57,USD,94858.57,open,False,,,,
6173be85-18da-4fc3-829b-cc5616e05ee4,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-35212,2025-05-29,2025-08-27,Net90,146761.49,USD,0.0,paid,False,,,,
c9de8fc0-d93b-4238-b893-4a092161bd15,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-11161,2024-08-28,2024-11-26,Net90,104253.17,USD,104253.17,open,True,,,,
330989da-cb66-4566-aa35-f7003dd8f999,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-75699,2025-01-05,2025-04-05,Net90,54090.27,USD,0.0,paid,False,,,,
9d2c70d8-4209-4f14-a788-3115a0f3b918,44eaba96-825b-4b2e-aba8-b459fd30c2b3,INV-25358,2024-09-01,2024-11-30,Net90,26672.87,USD,0.0,paid,False,,,,
b2aefb84-08f2-46b9-b6ff-555bbece9cc3,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-75146,2025-06-26,2025-08-10,Net45,95866.74,USD,0.0,paid,False,,,,
f3be5b37-5db5-4b31-9893-92f8ac401262,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-42885,2026-02-02,2026-03-19,Net45,82216.42,USD,0.0,paid,False,,,,
a9206b1d-f7e0-4979-be04-1b61c516980f,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-75640,2025-01-11,2025-02-25,Net45,96021.34,USD,0.0,paid,False,,,,
a4eaf179-53f6-462d-af09-200577e57083,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-25906,2025-04-08,2025-05-23,Net45,128073.65,USD,0.0,paid,False,,,,
0300dd30-8c74-4bbb-abd4-7a452ffa9a71,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-67781,2026-02-25,2026-04-11,Net45,44637.0,USD,44637.0,open,False,,,,
202a2d7b-258c-4203-91a2-6404bda3e665,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-51063,2024-12-17,2025-01-31,Net45,1710.65,USD,1710.65,open,False,,,,
25cce142-cc76-494d-b35b-803afdbaf754,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-87585,2025-11-21,2026-01-05,Net45,111903.24,USD,111903.24,open,False,,,,
64a41eef-15ea-4431-a729-650f024177d4,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-61693,2025-11-22,2026-01-06,Net45,120388.83,USD,0.0,paid,False,,,,
f41742bb-f553-493b-a095-9c1ad830d6a0,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-46882,2025-12-14,2026-01-28,Net45,15026.01,USD,0.0,paid,True,,,,
2104162e-64ac-4085-b9b5-25c12036ec1a,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-77977,2025-10-25,2025-12-09,Net45,55046.75,USD,0.0,paid,False,,,,
121ef2ad-9ec9-4c9e-ba11-ee34ac47e9c5,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-36090,2024-09-06,2024-10-21,Net45,30518.82,USD,0.0,paid,False,,,,
ab737f02-375d-424d-a929-01f31286a28d,35dce4d4-d51f-46cb-ad15-94bcc4e86283,INV-99643,2024-08-26,2024-10-10,Net45,38917.03,USD,38917.03,open,False,,,,
dab7d2ae-0565-4eee-8be9-d5a0359958a3,cc6dab6e-5bf4-4ba8-a248-02bc9bf7d0fa,INV-59482,2024-07-06,2024-09-04,Net60,70515.54,GBP,0.0,paid,False,,,,
411f85e0-8f33-4fdc-b6e3-5067fcb8476a,cc6dab6e-5bf4-4ba8-a248-02bc9bf7d0fa,INV-76823,2025-10-02,2025-12-01,Net60,55183.37,GBP,0.0,paid,True,,,,
b967e37d-4f9f-4955-987b-32433b567d08,cc6dab6e-5bf4-4ba8-a248-02bc9bf7d0fa,INV-28418,2025-03-23,2025-05-22,Net60,101087.84,GBP,0.0,paid,False,,,,
6b0e6cbf-2556-419c-8e70-fbf09557c52d,cc6dab6e-5bf4-4ba8-a248-02bc9bf7d0fa,INV-31874,2026-01-31,2026-04-01,Net60,35456.37,GBP,0.0,paid,False,,,,
